SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Label,CLV,Churn_Probability,Revenue_At_Risk
0,60,65.85,3928.3,0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,No,3950.9999999999995,0.05298090900260946,209.32757146930996
0,10,19.95,187.75,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,No,199.5,0.13716055507727126,27.363530737915617
0,71,24.65,1710.15,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,No,1750.1499999999999,0.0029293891217031577,5.126870371348781
0,4,20.35,76.35,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Yes,81.4,0.4169763575631417,33.941875505639736
1,1,69.25,69.25,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Yes,69.25,0.9448772829286313,65.43275184280772
0,43,51.25,2151.6,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,No,2203.75,0.10619077673960393,234.01792423990216
0,59,99.5,5961.1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,Yes,5870.5,0.5625652443001932,3302.539266664284
0,23,54.25,1221.55,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,No,1247.75,0.27834701572146564,347.30748886645875
0,72,19.4,1496.45,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No,1396.8,0.017187971525846935,24.008158627302997
0,22,56.25,1292.2,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,No,1237.5,0.11525395091030977,142.62676425150835
0,1,25.15,25.15,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,No,25.15,0.7376883396904074,18.552861743213743
0,69,23.95,1713.1,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No,1652.55,0.0011939265365297001,1.9730232979421558
0,50,35.4,1748.9,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,No,1770.0,0.04495585534189951,79.57186395516213
1,1,25.2,25.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Yes,25.2,0.9291362390993124,23.414233225302674
0,2,45.0,96.45,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Yes,90.0,0.6939755257723457,62.45779731951111
0,15,75.35,1114.55,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,1130.25,0.3800892161266448,429.5958365271403
0,31,20.4,609.1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No,632.4,0.008834068610571533,5.586664989325437
0,1,20.15,20.15,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Yes,20.15,0.7397254670488427,14.905468161034179
0,66,105.0,7133.25,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,Yes,6930.0,0.6074395357859248,4209.555982996459
0,0,56.05,1397.475,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,No,0.0,0.05150683883924418,0.0
0,3,54.7,169.45,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,Yes,164.10000000000002,0.6910580144663211,113.40262017392331
0,8,20.0,141.6,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,No,160.0,0.03379368439797656,5.406989503676249
0,64,73.05,4688.65,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,No,4675.2,0.17094152364084933,799.1858113256988
0,28,20.5,563.05,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,No,574.0,0.03605638524469112,20.6963651304527
0,57,100.75,5985.0,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,No,5742.75,0.5389505297628078,3095.0581547953643
0,14,87.25,1258.6,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,Yes,1221.5,0.8197026331956174,1001.2667664484467
0,19,19.95,373.5,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,No,379.05,0.014046026269282051,5.324146257371361
0,10,79.95,857.2,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Yes,799.5,0.8371439899799783,669.2966199889927
0,51,49.65,2553.35,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,No,2532.15,0.4648402443586946,1177.0452247528685
0,67,65.65,4322.85,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,No,4398.55,0.011097386448251591,48.812409161957035
0,11,20.45,250.8,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,No,224.95,0.12306530753983753,27.68354093108645
0,72,60.95,4549.05,0,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,No,4388.400000000001,0.009715013756018142,42.63336636691002
0,66,20.35,1359.5,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,No,1343.1000000000001,0.07582804778645269,101.84465098198461
0,18,88.35,1639.3,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,Yes,1590.3,0.7801043072806142,1240.5998798683606
0,9,19.5,178.85,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,No,175.5,0.18673951345288006,32.77278461098045
0,9,75.2,633.85,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,No,676.8000000000001,0.6795581510834862,459.92495665330347
0,48,111.45,5315.1,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,No,5349.6,0.42957786951134885,2298.0697707379118
0,10,70.15,735.5,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,No,701.5,0.42639441156119856,299.1156797101808
0,9,94.75,889.9,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Yes,852.75,0.9105181707315215,776.444370091305
1,13,95.05,1290.0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Yes,1235.6499999999999,0.8762727981629896,1082.766483050098
0,4,78.45,330.05,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes,313.8,0.7383996728628898,231.7098173443748
0,4,70.2,237.95,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Yes,280.8,0.8111744981740294,227.77779908726748
0,72,92.0,6474.4,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,No,6624.0,0.00035262127872206535,2.335763350254961
0,51,85.5,4421.95,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,No,4360.5,0.023984654379478984,104.5850854217181
0,59,41.05,2452.7,1,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Yes,2421.95,0.5308934359333539,1285.7973571587863
0,10,85.6,813.85,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Yes,856.0,0.8828838374575412,755.7485648636552
1,61,82.15,4904.85,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,No,5011.150000000001,0.34509455035494296,1729.3205560111726
0,54,84.4,4484.05,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,No,4557.6,0.1243072914725588,566.542911615334
0,33,60.9,2033.85,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,No,2009.7,0.18229052543006646,366.34926895680456
0,27,20.25,538.2,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,No,546.75,0.01080053475902812,5.905192379498625
1,1,79.2,79.2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Yes,79.2,0.9402850883976243,74.47057900109185
0,23,95.3,2192.9,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,No,2191.9,0.47163999302318954,1033.7877007075292
0,1,19.85,19.85,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,No,19.85,0.6545771902919846,12.993357227295895
0,45,84.35,3858.05,0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,No,3795.7499999999995,0.01965337030732139,74.59928034401516
0,39,19.85,854.8,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,No,774.1500000000001,0.0027868980343956485,2.1574771133273916
0,5,70.0,347.4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,Yes,350.0,0.6592598418495491,230.7409446473422
0,72,82.3,5815.15,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,No,5925.599999999999,0.003627635593195602,21.49591747103986
0,58,66.8,3970.4,0,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,No,3874.3999999999996,0.11791598190696263,456.853680300336
0,70,44.6,3058.15,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,No,3122.0,0.016596134762459195,51.813132728397605
0,61,98.45,6145.2,0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,No,6005.45,0.17411642949263242,1045.6475114965294
0,2,70.7,129.2,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,No,141.4,0.672096443335165,95.03443708759234
0,46,24.95,1165.9,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,No,1147.7,0.02663212907023379,30.56569453390732
0,1,49.95,49.95,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Yes,49.95,0.7745686583923294,38.689704486696854
0,22,69.25,1554.0,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Yes,1523.5,0.6593338756807807,1004.4951595996695
0,48,102.5,4904.25,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,No,4920.0,0.16106214263644594,792.425741771314
0,64,86.55,5632.55,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,No,5539.2,0.003982080498621348,22.05754029796337
0,72,24.3,1643.25,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No,1749.6000000000001,0.0007033759651141468,1.2306265885637113
0,12,58.35,740.55,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,No,700.2,0.21136329406683416,147.99657850559728
1,34,94.25,3217.55,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,Yes,3204.5,0.7268482215997154,2329.185126116288
0,72,68.75,4888.2,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,No,4950.0,0.018355500472672724,90.85972733972999
0,29,85.8,2440.25,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,No,2488.2,0.6544593726627668,1628.4258110594963
0,33,20.1,620.55,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,No,663.3000000000001,0.0,0.0
0,1,20.35,20.35,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,No,20.35,0.432862551720735,8.808752927516958
0,62,110.8,6840.95,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,No,6869.599999999999,0.2765365416737881,1899.6954266822547
0,41,73.0,3001.2,1,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,Yes,2993.0,0.4389710122228332,1313.8402395829398
0,64,100.05,6254.2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,Yes,6403.2,0.5485704146790146,3512.606079272666
0,4,82.85,319.6,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,No,331.4,0.8253252927124355,273.5128020049011
0,24,84.35,1938.05,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,No,2024.3999999999999,0.43478062752228785,880.1699023561195
0,14,19.55,294.5,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,No,273.7,0.03745641632721006,10.251821148757392
0,3,19.95,58.3,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,No,59.849999999999994,0.14753616668628722,8.83003957617429
1,4,99.8,442.85,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,Yes,399.2,0.8844070385589141,353.0552897927185
0,18,35.0,553.0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Yes,630.0,0.6621966751141477,417.1839053219131
0,8,66.25,546.45,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,No,530.0,0.3588342680008062,190.18216204042727
0,35,23.3,797.1,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No,815.5,0.026339379048642787,21.479763614168192
0,1,76.0,76.0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes,76.0,0.8928669972839886,67.85789179358314
0,66,25.3,1673.8,0,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,No,1669.8,0.008756878594679439,14.622235877395726
0,8,44.55,343.45,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,No,356.4,0.08482630492516088,30.232095075327337
0,71,104.1,7412.25,0,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,No,7391.099999999999,0.16508442170147447,1220.1554692377679
0,43,92.55,4039.0,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,No,3979.65,0.42242689930888316,1681.1112098345968
1,2,93.85,170.85,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Yes,187.7,0.942202814191511,176.8514682237466
1,29,101.45,2948.6,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,No,2942.05,0.530534574451758,1560.8592447657948
0,15,84.3,1308.4,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,Yes,1264.5,0.7166337228398112,906.1833425309412
0,65,94.55,6078.75,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,No,6145.75,0.08504260996037377,522.6506201639671
0,35,95.5,3418.2,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,No,3342.5,0.42010664585005186,1404.2064637537983
0,64,100.3,6603.8,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,No,6419.2,0.19923803948951557,1278.9488230910983
0,58,55.5,3166.9,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,No,3219.0,0.03280815436694917,105.60944890720938
1,18,49.85,865.75,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,No,897.3000000000001,0.304985088414522,273.6631198343506
0,67,89.55,6373.1,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,No,5999.849999999999,0.2251320049303239,1350.7582597812036
0,63,19.15,1177.05,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,No,1206.4499999999998,0.04737068073123192,57.150357768194745
0,60,99.8,5985.75,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,No,5988.0,0.5509925212496635,3299.343217242985
1,9,84.4,732.5,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,Yes,759.6,0.8197131410058378,622.6541019080344
0,70,113.05,7869.05,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,No,7913.5,0.12946106983623518,1024.490176149047
0,15,101.1,1504.05,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Yes,1516.5,0.8044280352338237,1219.9151154320937
0,48,19.95,936.7,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,No,957.5999999999999,0.02598773758744123,24.885857513733722
0,12,74.15,741.4,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,No,889.8000000000001,0.4662021637444823,414.8266852998404
1,71,92.0,6585.2,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,No,6532.0,0.19145518048631335,1250.585238936599
1,44,73.85,3122.4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,No,3249.3999999999996,0.3425273739708246,1113.0084489807973
0,1,50.45,50.45,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Yes,50.45,0.789786392636635,39.844723508518236
0,45,24.45,1088.25,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,No,1100.25,0.016241349823485057,17.869545143289432
0,23,24.8,615.35,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,No,570.4,0.060628274942779156,34.58236802736123
0,43,64.85,2908.2,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,No,2788.5499999999997,0.11233520060947864,313.2523236595616
0,35,20.75,739.9,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,No,726.25,0.06401297665933123,46.4894242988393
0,9,68.95,593.85,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,No,620.5500000000001,0.20817266865125192,129.1815495315344
0,12,99.95,1132.75,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,Yes,1199.4,0.8689910847350008,1042.26790703116
1,65,109.4,7227.45,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,No,7111.0,0.2017670379090104,1434.765406570973
0,2,91.4,193.6,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,Yes,182.8,0.8556688263852377,156.41626146322145
0,27,49.0,1291.35,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,No,1323.0,0.16230181797288265,214.72530517812373
0,40,50.25,2023.55,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,No,2010.0,0.12560751478863214,252.47110472515058
1,5,75.55,349.65,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Yes,377.75,0.8116231603591718,306.59064882567714
0,8,19.9,153.95,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,No,159.2,0.05115335506751415,8.143614126748252
1,58,97.8,5458.8,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,No,5672.4,0.4180159266691751,2371.1535424382287
0,52,100.3,5244.45,0,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,No,5215.599999999999,0.18751970778016763,978.0277878982422
0,3,55.8,154.55,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,No,167.39999999999998,0.5490632408365164,91.91318651603282
0,41,111.15,4507.15,0,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,No,4557.150000000001,0.19985312976204667,910.7606902951111
0,20,98.55,2031.95,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,No,1971.0,0.5282053336951315,1041.092712713104
0,1,50.05,50.05,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,No,50.05,0.6890771625357214,34.488311984912855
0,4,80.8,332.45,1,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Yes,323.2,0.8362702637692869,270.2825492502335
0,23,20.85,473.9,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,No,479.55,0.056731132204809596,27.20541444881644
1,6,19.5,106.8,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,No,117.0,0.34299449476618016,40.13035588764308
0,8,19.35,152.6,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,No,154.8,0.19612029963803246,30.359422383967427
0,18,69.5,1199.4,0,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,No,1251.0,0.16712088857058893,209.06823160180676
1,52,48.8,2555.05,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,No,2537.6,0.3577597415842119,907.8511202440961
0,31,94.5,2979.2,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,No,2929.5,0.5412455549919274,1585.5788533488512
0,29,20.65,654.85,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,No,598.8499999999999,0.06277501732955118,37.59281912780172
0,36,106.05,3834.4,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,No,3817.7999999999997,0.11320208195624801,432.1829084925636
0,16,100.0,1534.75,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Yes,1600.0,0.8371683795583921,1339.4694072934274
0,42,108.3,4586.15,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,No,4548.599999999999,0.522589216523138,2377.049310277145
0,1,20.55,20.55,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,Yes,20.55,0.5942477118414081,12.211790478340937
0,60,99.65,5941.05,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,No,5979.0,0.28000556643307595,1674.153281703361
0,5,85.3,424.15,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,Yes,426.5,0.8831980857875747,376.6839835884006
0,22,95.9,2234.95,0,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,No,2109.8,0.2729735550368312,575.9196064167065
0,36,20.0,666.75,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,No,720.0,0.009287589161120071,6.687064196006451
0,4,70.4,281.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes,281.6,0.7889497521707345,222.16825021127886
0,9,64.95,547.8,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,No,584.5500000000001,0.22921433561464505,133.98723988354078
0,1,74.6,74.6,0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,No,74.6,0.6795875365557523,50.69723022705912
0,12,49.2,571.15,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,No,590.4000000000001,0.3666117102472927,216.44755373000166
0,23,73.75,1756.6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,No,1696.25,0.26051320082642426,441.89551690182213
0,62,92.3,5731.45,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,No,5722.599999999999,0.17831658538395304,1020.4344915182096
