SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Type,Churn_Label,TenureGroup,ChargeGroup,Revenue,CLV,CLV_Segment,RiskScore,RiskLevel
0,55,85.5,4713.4,0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Month-to-month,No,48+,High,4702.5,4702.5,High Value,3,Medium Risk
0,23,75.6,1758.6,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Month-to-month,Yes,12-24,High,1738.8,1738.8,Medium Value,3,Medium Risk
0,34,100.05,3480.0,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,24-48,High,3401.7,3401.7,High Value,3,Medium Risk
0,52,91.25,4738.3,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,One year,No,48+,High,4745.0,4745.0,High Value,1,Low Risk
1,72,115.75,8399.15,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,Two year,No,48+,High,8334.0,8334.0,High Value,1,Low Risk
0,58,94.7,5430.35,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,One year,No,48+,High,5492.6,5492.6,High Value,1,Low Risk
0,35,19.6,686.95,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,24-48,Low,686.0,686.0,Medium Value,0,Low Risk
1,56,99.9,5706.3,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,Two year,No,48+,High,5594.400000000001,5594.400000000001,High Value,1,Low Risk
0,24,21.1,490.65,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Two year,No,12-24,Low,506.40000000000003,506.40000000000003,Low Value,1,Low Risk
0,70,20.05,1360.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Two year,No,48+,Low,1403.5,1403.5,Medium Value,0,Low Risk
0,2,79.95,174.45,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,High,159.9,159.9,Low Value,6,High Risk
1,68,107.15,7379.8,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,One year,No,48+,High,7286.200000000001,7286.200000000001,High Value,1,Low Risk
0,1,85.0,85.0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,85.0,85.0,Low Value,6,High Risk
0,12,89.55,1021.75,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,High,1074.6,1074.6,Medium Value,3,Medium Risk
0,63,81.55,5029.05,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Month-to-month,No,48+,High,5137.65,5137.65,High Value,3,Medium Risk
0,33,58.45,1955.4,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,One year,No,24-48,Medium,1928.8500000000001,1928.8500000000001,Medium Value,0,Low Risk
0,69,95.65,6744.2,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,One year,No,48+,High,6599.85,6599.85,High Value,1,Low Risk
0,60,80.6,4946.7,0,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,High,4836.0,4836.0,High Value,1,Low Risk
0,72,113.1,8248.5,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,High,8143.2,8143.2,High Value,1,Low Risk
0,11,58.95,601.6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,Month-to-month,No,0-12,Medium,648.45,648.45,Low Value,5,High Risk
0,1,19.55,19.55,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,0-12,Low,19.55,19.55,Low Value,5,High Risk
0,10,86.05,834.1,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Month-to-month,Yes,0-12,High,860.5,860.5,Medium Value,5,High Risk
0,13,45.55,597.0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,Month-to-month,Yes,12-24,Medium,592.15,592.15,Low Value,3,Medium Risk
0,34,78.95,2647.2,0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,One year,No,24-48,High,2684.3,2684.3,Medium Value,1,Low Risk
0,39,86.3,3266.0,1,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,Month-to-month,Yes,24-48,High,3365.7,3365.7,High Value,3,Medium Risk
0,65,105.05,6744.25,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,One year,No,48+,High,6828.25,6828.25,High Value,1,Low Risk
1,50,101.9,5265.5,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,One year,No,48+,High,5095.0,5095.0,High Value,1,Low Risk
0,15,19.75,311.6,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,12-24,Low,296.25,296.25,Low Value,3,Medium Risk
0,72,110.3,7966.9,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,High,7941.599999999999,7941.599999999999,High Value,1,Low Risk
0,72,115.6,8220.4,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,High,8323.199999999999,8323.199999999999,High Value,1,Low Risk
0,55,19.35,1153.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Two year,No,48+,Low,1064.25,1064.25,Medium Value,0,Low Risk
0,23,25.6,514.75,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Two year,No,12-24,Low,588.8000000000001,588.8000000000001,Low Value,1,Low Risk
0,32,80.35,2596.15,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Month-to-month,Yes,24-48,High,2571.2,2571.2,Medium Value,3,Medium Risk
0,56,68.75,3808.0,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,One year,No,48+,Medium,3850.0,3850.0,High Value,0,Low Risk
0,1,19.9,19.9,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,Month-to-month,No,0-12,Low,19.9,19.9,Low Value,5,High Risk
0,38,70.6,2708.2,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,One year,No,24-48,High,2682.7999999999997,2682.7999999999997,Medium Value,1,Low Risk
0,11,70.2,760.05,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Month-to-month,No,0-12,High,772.2,772.2,Medium Value,5,High Risk
0,1,49.3,49.3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,Medium,49.3,49.3,Low Value,5,High Risk
0,56,107.25,6033.3,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,6006.0,6006.0,High Value,1,Low Risk
0,3,23.6,89.05,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,0-12,Low,70.80000000000001,70.80000000000001,Low Value,5,High Risk
0,7,69.7,516.15,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,Month-to-month,No,0-12,Medium,487.90000000000003,487.90000000000003,Low Value,5,High Risk
0,59,99.5,5861.75,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,Two year,No,48+,High,5870.5,5870.5,High Value,1,Low Risk
0,7,64.3,445.95,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Month-to-month,No,0-12,Medium,450.09999999999997,450.09999999999997,Low Value,5,High Risk
0,71,70.85,4973.4,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,Two year,No,48+,High,5030.349999999999,5030.349999999999,High Value,1,Low Risk
0,15,101.9,1667.25,0,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,One year,No,12-24,High,1528.5,1528.5,Medium Value,1,Low Risk
0,71,73.5,5357.75,0,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,Two year,No,48+,High,5218.5,5218.5,High Value,1,Low Risk
0,35,100.25,3527.6,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,24-48,High,3508.75,3508.75,High Value,3,Medium Risk
0,11,40.4,422.6,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,One year,No,0-12,Medium,444.4,444.4,Low Value,3,Medium Risk
0,60,19.25,1103.25,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Two year,No,48+,Low,1155.0,1155.0,Medium Value,0,Low Risk
1,47,59.6,2754.0,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Two year,No,24-48,Medium,2801.2000000000003,2801.2000000000003,High Value,0,Low Risk
0,11,64.9,697.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,One year,No,0-12,Medium,713.9000000000001,713.9000000000001,Medium Value,2,Low Risk
0,56,100.3,5614.45,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,One year,Yes,48+,High,5616.8,5616.8,High Value,1,Low Risk
1,28,110.85,3204.4,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,Month-to-month,No,24-48,High,3103.7999999999997,3103.7999999999997,High Value,3,Medium Risk
0,61,81.05,4747.65,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,Two year,No,48+,High,4944.05,4944.05,High Value,1,Low Risk
0,31,98.05,3082.1,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,One year,No,24-48,High,3039.5499999999997,3039.5499999999997,High Value,1,Low Risk
0,9,70.5,597.9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,High,634.5,634.5,Low Value,6,High Risk
1,35,94.55,3365.4,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,No,24-48,High,3309.25,3309.25,High Value,3,Medium Risk
0,2,19.65,38.8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,0-12,Low,39.3,39.3,Low Value,5,High Risk
0,12,19.0,233.55,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Low,228.0,228.0,Low Value,3,Medium Risk
0,1,75.3,75.3,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,High,75.3,75.3,Low Value,6,High Risk
1,4,89.2,346.2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,356.8,356.8,Low Value,6,High Risk
0,1,19.0,19.0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,0-12,Low,19.0,19.0,Low Value,5,High Risk
0,3,20.0,61.7,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,0-12,Low,60.0,60.0,Low Value,5,High Risk
1,1,85.7,85.7,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,85.7,85.7,Low Value,6,High Risk
0,52,63.25,3342.45,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,Two year,No,48+,Medium,3289.0,3289.0,High Value,0,Low Risk
0,5,20.1,85.1,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,One year,No,0-12,Low,100.5,100.5,Low Value,3,Medium Risk
0,72,99.15,7422.1,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,Two year,No,48+,High,7138.8,7138.8,High Value,1,Low Risk
0,71,90.4,6668.05,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Two year,No,48+,High,6418.400000000001,6418.400000000001,High Value,1,Low Risk
0,72,111.9,8071.05,0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,Two year,No,48+,High,8056.8,8056.8,High Value,1,Low Risk
0,46,24.9,1174.8,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,One year,No,24-48,Low,1145.3999999999999,1145.3999999999999,Medium Value,0,Low Risk
0,63,83.5,5435.0,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,Two year,No,48+,High,5260.5,5260.5,High Value,1,Low Risk
0,30,84.3,2438.6,0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Month-to-month,No,24-48,High,2529.0,2529.0,Medium Value,3,Medium Risk
0,1,45.6,45.6,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,No,0-12,Medium,45.6,45.6,Low Value,5,High Risk
0,12,61.65,713.75,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,Medium,739.8,739.8,Medium Value,2,Low Risk
0,16,54.85,916.15,0,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,Two year,No,12-24,Medium,877.6,877.6,Medium Value,0,Low Risk
0,4,65.55,237.2,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,Month-to-month,No,0-12,Medium,262.2,262.2,Low Value,5,High Risk
0,51,90.35,4614.55,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,One year,No,48+,High,4607.849999999999,4607.849999999999,High Value,1,Low Risk
0,65,20.4,1414.45,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Two year,No,48+,Low,1326.0,1326.0,Medium Value,0,Low Risk
0,16,74.55,1170.5,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,Month-to-month,No,12-24,High,1192.8,1192.8,Medium Value,3,Medium Risk
0,2,19.95,47.7,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,One year,No,0-12,Low,39.9,39.9,Low Value,3,Medium Risk
0,66,74.25,4859.25,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,One year,No,48+,High,4900.5,4900.5,High Value,1,Low Risk
0,46,108.65,4903.2,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Two year,No,24-48,High,4997.900000000001,4997.900000000001,High Value,1,Low Risk
0,32,109.55,3608.0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,One year,No,24-48,High,3505.6,3505.6,High Value,1,Low Risk
0,72,86.65,6094.25,0,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,Two year,No,48+,High,6238.8,6238.8,High Value,1,Low Risk
0,38,81.0,3084.9,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,Two year,No,24-48,High,3078.0,3078.0,High Value,1,Low Risk
0,51,47.85,2356.75,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,One year,No,48+,Medium,2440.35,2440.35,Medium Value,0,Low Risk
0,72,114.55,8306.05,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,Two year,No,48+,High,8247.6,8247.6,High Value,1,Low Risk
1,65,105.25,6786.4,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,Month-to-month,Yes,48+,High,6841.25,6841.25,High Value,3,Medium Risk
0,9,29.95,248.95,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,Low,269.55,269.55,Low Value,5,High Risk
0,9,65.0,663.05,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Medium,585.0,585.0,Low Value,5,High Risk
0,66,20.55,1357.1,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,48+,Low,1356.3,1356.3,Medium Value,0,Low Risk
1,44,109.8,4860.35,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,One year,No,24-48,High,4831.2,4831.2,High Value,1,Low Risk
0,50,69.5,3418.2,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,Two year,No,48+,Medium,3475.0,3475.0,High Value,0,Low Risk
0,15,48.85,631.4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,No,12-24,Medium,732.75,732.75,Medium Value,2,Low Risk
0,8,25.25,186.3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Month-to-month,No,0-12,Low,202.0,202.0,Low Value,5,High Risk
1,66,102.85,6976.75,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,One year,No,48+,High,6788.099999999999,6788.099999999999,High Value,1,Low Risk
0,57,87.55,4884.85,0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Month-to-month,No,48+,High,4990.349999999999,4990.349999999999,High Value,3,Medium Risk
0,7,78.55,522.95,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Month-to-month,No,0-12,High,549.85,549.85,Low Value,6,High Risk
1,10,34.55,362.6,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Month-to-month,No,0-12,Low,345.5,345.5,Low Value,5,High Risk
0,62,92.05,5755.8,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,One year,No,48+,High,5707.099999999999,5707.099999999999,High Value,1,Low Risk
0,40,85.05,3355.65,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,One year,No,24-48,High,3402.0,3402.0,High Value,1,Low Risk
0,20,19.7,406.95,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,12-24,Low,394.0,394.0,Low Value,1,Low Risk
0,7,20.0,137.6,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,Month-to-month,Yes,0-12,Low,140.0,140.0,Low Value,5,High Risk
0,25,95.15,2395.7,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,Month-to-month,No,24-48,High,2378.75,2378.75,Medium Value,3,Medium Risk
0,23,84.25,1968.1,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Month-to-month,No,12-24,High,1937.75,1937.75,Medium Value,3,Medium Risk
1,66,104.6,6819.45,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,One year,No,48+,High,6903.599999999999,6903.599999999999,High Value,1,Low Risk
1,72,111.65,7943.45,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Two year,No,48+,High,8038.8,8038.8,High Value,1,Low Risk
1,49,90.05,4547.25,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Month-to-month,Yes,48+,High,4412.45,4412.45,High Value,3,Medium Risk
1,43,110.75,4687.9,1,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,Month-to-month,Yes,24-48,High,4762.25,4762.25,High Value,3,Medium Risk
0,46,55.0,2473.95,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Month-to-month,No,24-48,Medium,2530.0,2530.0,Medium Value,2,Low Risk
0,72,89.85,6562.9,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,Two year,No,48+,High,6469.2,6469.2,High Value,1,Low Risk
0,10,20.35,176.3,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,One year,No,0-12,Low,203.5,203.5,Low Value,3,Medium Risk
0,40,54.55,2236.2,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,One year,No,24-48,Medium,2182.0,2182.0,Medium Value,0,Low Risk
0,65,105.5,6985.65,1,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,48+,High,6857.5,6857.5,High Value,3,Medium Risk
0,31,99.45,3109.9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,Two year,No,24-48,High,3082.9500000000003,3082.9500000000003,High Value,1,Low Risk
0,68,70.9,4911.35,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,Two year,No,48+,High,4821.200000000001,4821.200000000001,High Value,1,Low Risk
1,56,104.55,5794.65,1,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,One year,Yes,48+,High,5854.8,5854.8,High Value,1,Low Risk
0,10,85.25,855.3,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,852.5,852.5,Medium Value,5,High Risk
0,68,25.4,1620.2,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Two year,No,48+,Low,1727.1999999999998,1727.1999999999998,Medium Value,0,Low Risk
0,43,56.15,2499.3,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Month-to-month,Yes,24-48,Medium,2414.45,2414.45,Medium Value,2,Low Risk
0,1,89.55,89.55,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,89.55,89.55,Low Value,6,High Risk
1,49,89.85,4287.2,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,One year,No,48+,High,4402.65,4402.65,High Value,1,Low Risk
0,15,25.25,394.85,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,Month-to-month,No,12-24,Low,378.75,378.75,Low Value,3,Medium Risk
1,20,94.55,1899.65,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,12-24,High,1891.0,1891.0,Medium Value,3,Medium Risk
0,1,45.7,45.7,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,Medium,45.7,45.7,Low Value,5,High Risk
0,50,69.65,3442.15,0,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,One year,No,48+,Medium,3482.5000000000005,3482.5000000000005,High Value,0,Low Risk
1,2,89.5,161.5,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Month-to-month,Yes,0-12,High,179.0,179.0,Low Value,6,High Risk
1,24,70.0,1732.6,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Month-to-month,No,12-24,Medium,1680.0,1680.0,Medium Value,2,Low Risk
0,3,69.55,222.3,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Month-to-month,Yes,0-12,Medium,208.64999999999998,208.64999999999998,Low Value,5,High Risk
0,1,74.6,74.6,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,High,74.6,74.6,Low Value,6,High Risk
